v1,v2,result
3.45,2.52,5.970000000000001
3.97,8.83,12.8
4.48,6.9,11.38
9.01,5.94,14.95
6.6,2.69,9.29
8.5,9.29,17.79
0.36,5.47,5.83
8.83,1.28,10.11
1.24,4.45,5.69
3.48,7.69,11.17
2.47,5.01,7.48
4.15,0.82,4.970000000000001
3.01,0.78,3.79
5.4,0.12,5.5200000000000005
7.32,1.99,9.31
0.45,7.22,7.67
6.65,1.83,8.48
4.96,5.55,10.51
8.4,5.11,13.510000000000002
4.97,2.37,7.34
1.54,5.63,7.17
3.51,9.54,13.049999999999999
5.07,0.85,5.92
2.29,0.2,2.49
2.4,5.13,7.529999999999999
1.96,7.88,9.84
5.4,4.9,10.3
1.22,3.52,4.74
0.31,3.77,4.08
7.62,1.58,9.2
1.73,4.07,5.800000000000001
2.48,7.44,9.92
4.31,1.6,5.91
8.27,3.13,11.399999999999999
7.61,4.37,11.98
8.13,6.73,14.860000000000001
4.35,4.87,9.219999999999999
7.12,3.16,10.280000000000001
4.16,6.42,10.58
3.3,9.82,13.120000000000001
9.69,3.07,12.76
0.37,5.03,5.4
7.44,5.13,12.57
9.71,7.84,17.55
8.89,2.47,11.360000000000001
4.08,0.61,4.69
0.08,1.65,1.73
2.37,6.52,8.89
9.36,0.39,9.75
6.66,9.76,16.42
1.3,1.67,2.9699999999999998
0.22,8.51,8.73
9.69,8.3,17.990000000000002
1.04,9.14,10.18
5.93,0.7,6.63
9.06,9.49,18.55
5.78,0.67,6.45
9.53,9.43,18.96
3.12,3.74,6.86
1.82,0.52,2.34
8.63,1.3,9.930000000000001
3.89,2.16,6.050000000000001
4.14,8.87,13.009999999999998
0.8,1.99,2.79
4.15,2.74,6.890000000000001
8.78,9.03,17.81
6.14,4.67,10.809999999999999
3.72,2.69,6.41
4.24,2.44,6.68
3.44,9.14,12.58
5.15,8.87,14.02
9.46,5.57,15.030000000000001
5.55,6.74,12.29
5.52,0.72,6.239999999999999
5.28,1.64,6.92
0.23,2.44,2.67
8.08,0.14,8.22
0.05,9.87,9.92
7.74,3.5,11.24
0.1,1.93,2.03
0.82,7.04,7.86
7.84,5.34,13.18
2.69,9.56,12.25
0.42,4.71,5.13
9.31,8.78,18.09
6.05,4.46,10.51
0.21,9.89,10.100000000000001
7.85,5.44,13.29
3.64,9.1,12.74
4.97,2.56,7.529999999999999
2.6,9.54,12.139999999999999
4.08,4.89,8.969999999999999
7.99,6.09,14.08
1.77,0.04,1.81
0.41,8.96,9.370000000000001
0.11,4.65,4.760000000000001
5.56,3.41,8.969999999999999
0.83,3.16,3.99
3.45,0.16,3.6100000000000003
6.15,7.08,13.23
3.18,3.53,6.71
4.32,8.3,12.620000000000001
8.51,5.31,13.82
5.23,5.04,10.27
5.85,1.64,7.489999999999999
2.17,0.43,2.6
2.1,4.8,6.9
2.34,5.26,7.6
6.29,5.86,12.15
6.19,4.77,10.96
3.24,5.72,8.96
9.62,5.09,14.709999999999999
9.73,4.83,14.56
3.86,0.69,4.55
0.86,8.95,9.809999999999999
6.95,1.41,8.36
1.27,8.49,9.76
6.81,0.89,7.699999999999999
4.8,7.36,12.16
2.41,0.21,2.62
9.89,0.47,10.360000000000001
0.83,4.29,5.12
0.21,6.05,6.26
8.46,1.2,9.66
4.28,2.64,6.92
2.04,9.39,11.43
5.18,2.34,7.52
1.94,7.25,9.19
1.4,2.32,3.7199999999999998
6.21,6.6,12.809999999999999
1.41,8.34,9.75
5.86,6.9,12.760000000000002
8.07,6.53,14.600000000000001
6.79,3.59,10.379999999999999
6.22,1.41,7.63
6.72,9.63,16.35
2.39,9.58,11.97
0.84,5.85,6.6899999999999995
9.81,4.85,14.66
9.28,3.73,13.01
6.11,9.64,15.75
7.71,9.38,17.09
5.56,5.71,11.27
8.66,6.32,14.98
1.33,9.65,10.98
2.55,7.7,10.25
8.71,8.8,17.51
7.96,8.97,16.93
4.28,9.24,13.52
7.58,4.23,11.81
8.34,9.15,17.490000000000002
4.56,5.72,10.28
7.07,2.87,9.940000000000001
1.01,7.4,8.41
3.27,8.39,11.66
4.07,0.1,4.17
5.83,6.17,12.0
7.83,6.48,14.31
0.14,8.84,8.98
7.45,9.73,17.18
3.81,6.83,10.64
9.94,4.53,14.469999999999999
4.97,1.96,6.93
5.17,6.46,11.629999999999999
1.85,3.35,5.2
8.63,9.57,18.200000000000003
1.07,1.61,2.68
5.7,2.87,8.57
8.71,6.57,15.280000000000001
3.57,6.47,10.04
8.4,0.93,9.33
4.12,3.35,7.470000000000001
8.91,9.52,18.43
5.64,7.74,13.379999999999999
6.11,9.31,15.420000000000002
7.57,4.52,12.09
3.51,6.59,10.1
3.12,5.65,8.77
4.48,5.73,10.21
6.2,0.12,6.32
4.38,8.47,12.850000000000001
2.95,6.8,9.75
4.23,5.78,10.010000000000002
0.35,8.52,8.87
9.51,5.48,14.99
5.62,2.25,7.87
5.92,2.93,8.85
8.84,9.96,18.8
9.96,2.12,12.080000000000002
2.64,2.88,5.52
6.09,6.77,12.86
6.7,6.89,13.59
0.89,7.66,8.55
3.58,3.33,6.91
6.24,6.54,12.780000000000001
5.06,9.71,14.77
1.05,0.48,1.53
0.15,9.72,9.870000000000001
9.14,2.22,11.360000000000001
0.82,6.72,7.54
5.18,0.79,5.97
2.09,8.3,10.39
6.25,5.19,11.440000000000001
3.59,0.37,3.96
8.09,5.34,13.43
8.11,9.67,17.78
8.38,3.3,11.68
5.54,8.58,14.120000000000001
4.03,0.79,4.82
6.72,4.09,10.809999999999999
3.79,1.82,5.61
7.09,7.29,14.379999999999999
6.98,4.39,11.370000000000001
0.18,6.11,6.29
3.29,9.78,13.07
2.74,6.14,8.879999999999999
8.89,2.58,11.47
5.53,9.01,14.54
0.23,4.41,4.640000000000001
9.63,3.95,13.580000000000002
3.74,9.73,13.47
5.06,9.83,14.89
7.46,4.58,12.04
3.8,3.52,7.32
8.44,6.89,15.329999999999998
6.75,4.24,10.99
9.62,3.23,12.85
5.68,0.8,6.4799999999999995
0.5,9.81,10.31
8.8,9.13,17.93
1.23,2.81,4.04
1.43,8.72,10.15
1.47,8.25,9.72
9.56,1.73,11.290000000000001
1.01,3.83,4.84
0.45,8.4,8.85
2.69,2.17,4.859999999999999
9.32,0.44,9.76
9.7,2.16,11.86
8.3,3.0,11.3
6.54,8.59,15.129999999999999
9.26,1.15,10.41
6.37,8.98,15.350000000000001
9.91,2.49,12.4
8.32,9.19,17.509999999999998
2.72,3.24,5.960000000000001
1.31,5.08,6.390000000000001
3.19,9.62,12.809999999999999
4.01,7.79,11.8
8.91,1.57,10.48
5.18,3.11,8.29
3.75,1.9,5.65
8.51,1.53,10.04
3.22,2.54,5.76
2.74,1.56,4.300000000000001
2.16,7.57,9.73
5.0,2.4,7.4
7.89,3.59,11.48
2.31,3.28,5.59
5.43,0.46,5.89
7.58,2.42,10.0
9.23,7.96,17.19
1.61,7.25,8.86
9.86,6.96,16.82
5.73,3.55,9.280000000000001
1.58,1.84,3.42
7.02,8.38,15.4
5.91,8.58,14.49
9.25,2.79,12.04
3.54,8.84,12.379999999999999
1.6,0.1,1.7000000000000002
8.98,7.35,16.33
9.04,6.36,15.399999999999999
1.72,3.6,5.32
6.83,8.56,15.39
5.56,0.47,6.029999999999999
8.38,4.06,12.440000000000001
2.83,4.26,7.09
5.94,7.66,13.600000000000001
9.95,5.39,15.34
7.01,3.21,10.219999999999999
4.57,2.51,7.08
8.75,1.31,10.06
5.59,4.36,9.95
0.1,5.45,5.55
9.13,8.88,18.01
0.54,7.95,8.49
2.03,9.46,11.49
0.89,1.05,1.94
8.2,6.07,14.27
5.99,1.16,7.15
8.92,5.21,14.129999999999999
3.96,6.54,10.5
9.67,6.02,15.69
5.5,4.69,10.190000000000001
9.15,8.44,17.59
7.23,3.2,10.43
8.86,6.8,15.66
3.37,1.36,4.73
4.65,1.78,6.430000000000001
9.6,0.29,9.889999999999999
1.87,1.96,3.83
5.54,0.68,6.22
0.98,8.53,9.51
1.77,7.02,8.79
2.43,2.65,5.08
5.33,6.14,11.469999999999999
7.34,9.12,16.46
3.33,4.54,7.87
5.55,9.85,15.399999999999999
8.99,3.17,12.16
1.59,6.15,7.74
7.56,6.24,13.8
1.47,7.97,9.44
2.23,1.06,3.29
9.4,5.65,15.05
0.43,6.51,6.9399999999999995
0.09,3.53,3.6199999999999997
2.04,6.33,8.370000000000001
2.0,8.67,10.67
1.27,5.12,6.390000000000001
2.15,5.27,7.42
8.59,9.57,18.16
5.06,8.85,13.91
3.32,1.87,5.1899999999999995
2.65,4.74,7.390000000000001
6.01,8.31,14.32
5.41,1.99,7.4
0.34,6.19,6.53
0.99,0.91,1.9
4.86,6.26,11.120000000000001
5.93,2.84,8.77
0.22,5.17,5.39
4.79,7.03,11.82
1.75,8.3,10.05
6.64,2.88,9.52
8.01,8.89,16.9
8.63,3.04,11.670000000000002
5.42,7.63,13.05
4.83,7.66,12.49
7.46,7.72,15.18
1.86,3.48,5.34
6.77,6.86,13.629999999999999
6.35,4.17,10.52
9.22,1.57,10.790000000000001
7.66,7.75,15.41
5.81,1.36,7.17
2.68,6.83,9.51
2.36,8.38,10.74
2.48,0.35,2.83
0.86,1.91,2.77
8.59,5.23,13.82
2.9,0.67,3.57
9.52,0.82,10.34
6.22,6.26,12.48
3.46,2.13,5.59
7.89,3.21,11.1
2.93,2.18,5.11
2.42,8.98,11.4
6.87,1.73,8.6
0.46,5.71,6.17
5.25,3.96,9.21
8.71,1.2,9.91
1.92,1.26,3.1799999999999997
3.05,8.53,11.579999999999998
8.72,8.87,17.59
7.65,8.16,15.81
4.55,9.26,13.809999999999999
3.92,0.7,4.62
1.28,9.8,11.08
3.6,2.74,6.34
5.13,1.11,6.24
6.16,1.04,7.2
4.5,4.87,9.370000000000001
7.74,1.26,9.0
5.09,5.18,10.27
9.07,3.58,12.65
7.15,6.09,13.24
3.5,6.62,10.120000000000001
8.82,7.72,16.54
8.45,2.03,10.479999999999999
4.35,4.07,8.42
8.84,8.52,17.36
3.62,0.25,3.87
9.31,3.78,13.09
9.37,2.68,12.049999999999999
0.95,2.52,3.4699999999999998
3.0,1.49,4.49
8.4,1.33,9.73
3.54,7.57,11.11
7.65,6.24,13.89
1.64,4.26,5.8999999999999995
2.76,2.31,5.07
6.96,8.24,15.2
7.49,1.26,8.75
9.88,7.04,16.92
5.42,0.35,5.77
8.19,4.79,12.98
9.6,2.26,11.86
6.36,5.31,11.67
6.17,8.08,14.25
9.96,1.93,11.89
7.87,6.89,14.76
5.49,2.64,8.13
7.45,1.23,8.68
6.69,4.56,11.25
2.19,1.95,4.14
9.3,0.65,9.950000000000001
0.87,2.26,3.13
8.58,2.81,11.39
1.77,8.31,10.08
5.49,5.85,11.34
3.07,3.24,6.3100000000000005
7.0,8.63,15.63
8.27,3.99,12.26
7.19,6.44,13.63
6.46,2.68,9.14
5.27,9.72,14.99
8.71,2.09,10.8
4.61,6.62,11.23
8.02,4.98,13.0
4.34,8.82,13.16
5.15,1.67,6.82
7.69,2.82,10.51
0.64,5.35,5.989999999999999
4.6,7.0,11.6
7.91,6.34,14.25
7.21,9.98,17.19
0.69,5.58,6.27
0.43,2.4,2.83
0.01,8.6,8.61
7.03,5.24,12.27
7.72,5.79,13.51
8.68,5.51,14.19
3.53,5.89,9.42
3.97,8.45,12.42
6.15,7.24,13.39
3.53,2.18,5.71
6.72,3.34,10.059999999999999
9.24,9.86,19.1
7.67,5.69,13.36
9.87,9.21,19.08
5.59,1.14,6.7299999999999995
4.34,0.98,5.32
6.3,4.76,11.059999999999999
0.3,7.73,8.030000000000001
6.28,7.73,14.010000000000002
6.76,1.16,7.92
1.36,7.56,8.92
6.93,4.38,11.309999999999999
3.75,1.53,5.28
1.56,0.84,2.4
7.85,9.46,17.310000000000002
4.07,6.38,10.45
6.84,1.95,8.79
1.48,9.62,11.1
0.27,7.45,7.720000000000001
8.52,1.92,10.44
4.64,8.53,13.169999999999998
4.58,4.13,8.71
5.25,5.6,10.85
3.01,8.32,11.33
1.11,1.54,2.6500000000000004
1.95,6.72,8.67
7.99,4.28,12.27
6.06,4.85,10.91
3.5,9.45,12.95
3.15,3.54,6.6899999999999995
7.24,8.94,16.18
4.23,3.01,7.24
3.09,0.05,3.1399999999999997
9.28,8.36,17.64
5.85,0.41,6.26
1.73,6.96,8.69
7.06,3.7,10.76
0.15,7.73,7.880000000000001
8.63,1.84,10.47
6.77,9.79,16.56
5.55,4.93,10.48
0.8,2.15,2.95
2.84,2.21,5.05
6.13,3.63,9.76
0.38,8.49,8.870000000000001
7.29,5.28,12.57
5.79,6.42,12.21
4.05,2.92,6.97
8.43,7.24,15.67
1.52,0.23,1.75
0.68,1.53,2.21
5.14,6.58,11.719999999999999
3.0,7.22,10.219999999999999
3.43,7.84,11.27
2.39,7.11,9.5
6.14,2.81,8.95
5.88,1.97,7.85
6.24,1.68,7.92
6.78,7.63,14.41
6.95,0.42,7.37
3.72,6.85,10.57
7.81,4.29,12.1
3.51,8.76,12.27
3.38,3.55,6.93
5.2,1.52,6.720000000000001
0.52,2.86,3.38
8.5,7.25,15.75
5.74,6.97,12.71
4.76,2.38,7.14
8.27,6.76,15.03
1.69,2.36,4.05
1.97,8.79,10.76
5.79,9.05,14.84
4.2,6.9,11.100000000000001
5.53,8.78,14.309999999999999
6.61,6.85,13.46
8.61,9.82,18.43
8.12,7.3,15.419999999999998
2.85,6.25,9.1
3.55,5.45,9.0
4.58,3.09,7.67
1.17,7.22,8.39
8.87,2.53,11.399999999999999
0.8,1.44,2.24
7.41,5.02,12.43
7.44,5.79,13.23
0.95,8.34,9.29
7.47,7.99,15.46
3.17,0.18,3.35
1.4,6.99,8.39
3.93,3.58,7.51
2.15,7.55,9.7
7.68,2.46,10.14
5.31,6.81,12.12
0.09,2.97,3.06
5.29,8.22,13.510000000000002
4.45,2.22,6.67
4.52,8.11,12.629999999999999
4.58,8.5,13.08
7.98,4.93,12.91
7.34,8.14,15.48
6.85,7.7,14.55
6.54,9.79,16.33
4.94,0.28,5.220000000000001
1.24,1.65,2.8899999999999997
1.59,6.43,8.02
4.97,8.55,13.52
8.46,6.11,14.57
9.77,2.04,11.809999999999999
1.73,1.54,3.27
0.44,1.53,1.97
2.56,8.37,10.93
1.24,9.95,11.19
2.43,4.51,6.9399999999999995
7.58,7.77,15.35
2.1,4.8,6.9
5.06,3.33,8.39
6.39,8.66,15.05
1.43,9.49,10.92
5.61,6.85,12.46
4.97,4.84,9.809999999999999
9.17,6.27,15.44
8.24,7.54,15.780000000000001
9.67,7.62,17.29
6.08,8.26,14.34
1.81,9.26,11.07
2.42,7.79,10.21
7.61,3.02,10.63
7.25,2.82,10.07
6.68,4.12,10.8
8.49,8.19,16.68
6.7,4.99,11.690000000000001
6.34,0.14,6.4799999999999995
5.67,0.69,6.359999999999999
0.16,1.61,1.77
8.41,0.12,8.53
9.54,6.1,15.639999999999999
0.99,0.65,1.6400000000000001
2.57,9.77,12.34
0.61,5.48,6.090000000000001
2.39,9.91,12.3
8.23,3.92,12.15
7.45,5.22,12.67
3.39,2.31,5.7
5.98,0.62,6.6000000000000005
4.93,3.06,7.99
5.68,9.79,15.469999999999999
2.53,9.27,11.799999999999999
9.63,0.6,10.23
3.04,4.89,7.93
9.23,0.91,10.14
3.49,8.29,11.78
9.28,4.63,13.91
6.63,2.6,9.23
3.12,7.75,10.870000000000001
5.0,2.63,7.63
6.94,4.64,11.58
2.83,9.47,12.3
3.57,9.86,13.43
1.71,4.72,6.43
3.69,8.07,11.76
3.29,4.39,7.68
1.14,4.88,6.02
3.72,7.5,11.22
4.03,9.87,13.899999999999999
7.67,0.59,8.26
4.15,0.14,4.29
1.02,0.5,1.52
9.73,9.81,19.54
6.59,1.12,7.71
5.67,1.25,6.92
0.55,0.9,1.4500000000000002
1.37,0.05,1.4200000000000002
5.01,9.55,14.56
6.42,8.55,14.97
2.88,2.91,5.79
4.01,6.81,10.82
8.89,9.74,18.630000000000003
2.21,2.1,4.3100000000000005
1.77,6.35,8.12
1.94,7.35,9.29
8.74,4.53,13.27
1.15,3.89,5.04
1.94,9.21,11.15
8.47,3.55,12.02
9.15,2.65,11.8
7.35,4.54,11.89
1.13,6.13,7.26
0.16,7.31,7.47
0.56,1.8,2.3600000000000003
4.32,3.93,8.25
6.82,6.17,12.99
0.0,0.35,0.35
0.89,5.91,6.8
6.32,4.05,10.370000000000001
8.57,6.29,14.86
6.0,2.25,8.25
7.82,0.52,8.34
2.41,9.5,11.91
3.87,8.65,12.52
6.55,6.13,12.68
9.81,7.49,17.3
4.1,6.66,10.76
2.97,4.21,7.18
8.6,4.18,12.78
8.69,2.2,10.89
4.45,1.52,5.970000000000001
6.98,5.19,12.170000000000002
4.83,3.29,8.120000000000001
6.62,6.04,12.66
7.52,0.15,7.67
0.96,3.83,4.79
0.45,2.18,2.6300000000000003
6.82,9.09,15.91
5.13,9.57,14.7
8.36,7.91,16.27
5.93,2.2,8.129999999999999
3.61,1.27,4.88
9.48,9.34,18.82
7.29,8.21,15.5
1.65,9.97,11.620000000000001
6.76,2.42,9.18
1.28,8.28,9.559999999999999
3.42,9.71,13.13
1.03,1.29,2.3200000000000003
0.59,5.64,6.2299999999999995
4.82,5.71,10.530000000000001
4.79,9.14,13.93
1.44,0.32,1.76
1.55,4.65,6.2
4.9,3.94,8.84
4.87,1.89,6.76
3.1,2.12,5.220000000000001
4.17,9.81,13.98
7.22,3.28,10.5
2.19,6.88,9.07
1.62,2.89,4.51
9.99,7.29,17.28
0.81,3.73,4.54
7.74,1.92,9.66
1.52,5.22,6.74
2.48,2.35,4.83
5.62,8.41,14.030000000000001
6.37,7.57,13.940000000000001
2.06,4.96,7.02
1.23,1.8,3.0300000000000002
3.7,6.96,10.66
0.85,3.55,4.3999999999999995
6.59,6.65,13.24
2.2,9.97,12.170000000000002
4.02,1.32,5.34
5.99,1.12,7.11
1.97,5.53,7.5
5.06,4.09,9.149999999999999
6.47,9.01,15.48
6.7,9.26,15.96
6.33,2.64,8.97
8.03,9.68,17.71
2.61,8.29,10.899999999999999
8.2,6.8,15.0
8.27,7.74,16.009999999999998
8.7,6.4,15.1
6.7,3.83,10.530000000000001
9.81,1.04,10.850000000000001
2.17,8.54,10.709999999999999
3.48,1.51,4.99
4.52,4.46,8.98
0.85,2.84,3.69
6.6,8.92,15.52
3.21,4.32,7.53
9.15,0.82,9.97
9.81,5.75,15.56
1.41,4.47,5.88
3.45,4.6,8.05
4.08,2.28,6.359999999999999
9.51,8.37,17.88
2.55,0.21,2.76
0.31,2.05,2.36
4.51,4.31,8.82
8.78,4.28,13.059999999999999
3.99,5.01,9.0
5.6,2.53,8.129999999999999
7.92,3.44,11.36
2.21,8.03,10.239999999999998
1.27,8.93,10.2
7.47,4.37,11.84
9.78,6.13,15.91
4.81,5.66,10.469999999999999
6.71,9.31,16.02
7.33,7.61,14.940000000000001
0.25,1.15,1.4
8.2,9.04,17.24
8.4,1.69,10.09
4.78,8.29,13.07
5.55,0.8,6.35
9.61,6.18,15.79
3.33,0.13,3.46
7.23,7.53,14.760000000000002
9.5,5.88,15.379999999999999
8.7,0.5,9.2
3.05,4.04,7.09
5.67,0.02,5.6899999999999995
5.56,0.1,5.659999999999999
2.06,5.77,7.83
7.09,8.72,15.81
0.15,9.17,9.32
0.57,3.16,3.73
8.92,3.45,12.370000000000001
8.83,4.39,13.219999999999999
4.48,9.94,14.42
7.94,9.26,17.2
8.72,8.68,17.4
2.82,9.35,12.17
4.58,3.19,7.77
2.36,4.97,7.33
8.6,5.23,13.83
8.73,6.41,15.14
5.9,4.24,10.14
9.09,9.41,18.5
7.93,5.53,13.46
2.52,5.24,7.76
7.91,1.42,9.33
2.77,0.99,3.76
0.14,9.2,9.34
0.93,4.33,5.26
6.77,8.78,15.549999999999999
1.78,8.22,10.0
7.72,9.73,17.45
5.98,8.6,14.58
2.14,4.67,6.8100000000000005
5.74,4.51,10.25
0.04,6.87,6.91
8.53,8.38,16.91
8.59,6.31,14.899999999999999
0.25,7.09,7.34
2.28,7.68,9.959999999999999
3.09,3.31,6.4
0.94,6.57,7.51
8.38,9.22,17.6
8.22,3.22,11.440000000000001
2.77,6.59,9.36
2.54,1.72,4.26
5.44,1.37,6.8100000000000005
1.09,7.14,8.23
1.35,4.58,5.93
4.6,4.68,9.28
8.52,0.74,9.26
2.09,4.23,6.32
5.62,6.69,12.31
7.72,7.27,14.989999999999998
2.62,3.09,5.71
4.1,2.05,6.1499999999999995
9.27,6.39,15.66
1.91,5.66,7.57
1.5,8.26,9.76
4.85,9.61,14.459999999999999
7.68,4.74,12.42
1.35,9.61,10.959999999999999
3.38,0.52,3.9
6.35,6.88,13.23
2.41,9.67,12.08
9.68,0.41,10.09
9.98,1.42,11.4
5.04,1.92,6.96
0.44,0.73,1.17
3.58,5.8,9.379999999999999
7.26,5.31,12.57
4.8,4.85,9.649999999999999
4.78,9.45,14.23
2.61,7.05,9.66
3.02,6.92,9.94
5.54,8.86,14.399999999999999
0.11,8.63,8.74
8.19,2.26,10.45
4.66,5.34,10.0
0.6,1.87,2.47
5.6,2.69,8.29
4.5,6.18,10.68
2.78,0.81,3.59
3.05,4.35,7.3999999999999995
1.47,0.02,1.49
0.38,2.46,2.84
5.39,2.56,7.949999999999999
3.36,0.17,3.53
0.54,3.22,3.7600000000000002
2.81,9.27,12.08
9.13,2.29,11.420000000000002
7.22,6.08,13.3
3.57,4.12,7.6899999999999995
4.99,7.21,12.2
1.84,2.16,4.0
0.3,8.69,8.99
1.36,1.86,3.22
1.02,8.1,9.12
2.81,1.55,4.36
3.17,3.5,6.67
1.32,6.52,7.84
6.98,1.82,8.8
6.63,6.64,13.27
3.47,9.05,12.520000000000001
4.33,3.03,7.359999999999999
9.18,2.88,12.059999999999999
6.45,2.9,9.35
1.2,8.52,9.719999999999999
1.65,0.15,1.7999999999999998
3.42,3.04,6.46
0.42,0.32,0.74
8.09,5.51,13.6
6.47,8.67,15.14
9.43,4.46,13.89
6.8,1.91,8.709999999999999
6.34,4.66,11.0
9.53,6.55,16.08
9.88,2.22,12.100000000000001
6.12,4.94,11.06
7.74,1.5,9.24
6.82,4.44,11.260000000000002
9.02,4.72,13.739999999999998
4.34,5.52,9.86
9.06,7.67,16.73
9.7,6.0,15.7
7.74,6.23,13.97
4.8,7.38,12.18
2.47,3.63,6.1
0.29,4.32,4.61
6.41,6.01,12.42
4.46,7.86,12.32
2.24,9.28,11.52
9.24,5.19,14.43
7.57,9.73,17.3
2.92,9.27,12.19
6.87,8.94,15.809999999999999
4.31,3.12,7.43
8.61,6.17,14.78
7.53,4.1,11.629999999999999
7.21,9.89,17.1
5.66,9.48,15.14
1.14,9.54,10.68
2.79,7.9,10.690000000000001
6.03,2.15,8.18
5.06,7.26,12.32
9.85,9.66,19.509999999999998
0.12,1.72,1.8399999999999999
6.6,5.94,12.54
3.14,1.55,4.69
1.92,3.67,5.59
7.06,7.93,14.989999999999998
1.01,5.44,6.45
5.89,7.15,13.04
8.45,3.88,12.329999999999998
8.71,1.78,10.49
6.67,3.99,10.66
8.89,2.68,11.57
1.91,6.71,8.62
8.71,8.8,17.51
7.36,3.92,11.280000000000001
9.23,9.99,19.22
2.5,2.0,4.5
0.0,1.72,1.72
3.84,8.62,12.459999999999999
1.72,9.87,11.59
3.98,8.03,12.01
0.69,0.37,1.06
8.56,3.01,11.57
2.16,2.07,4.23
7.16,3.0,10.16
2.06,1.41,3.4699999999999998
8.18,9.43,17.61
6.64,9.47,16.11
9.23,7.24,16.47
8.81,3.3,12.11
8.36,8.6,16.96
8.81,3.54,12.350000000000001
1.38,3.33,4.71
3.19,6.91,10.1
0.78,6.15,6.930000000000001
1.56,1.8,3.3600000000000003
5.52,6.74,12.26
0.22,8.84,9.06
6.39,3.34,9.73
1.56,5.3,6.859999999999999
2.46,0.01,2.4699999999999998
2.68,9.54,12.219999999999999
6.29,4.63,10.92
4.11,1.66,5.7700000000000005
7.02,4.74,11.76
2.86,7.42,10.28
4.46,3.53,7.99
2.58,7.27,9.85
1.43,2.18,3.6100000000000003
2.97,7.69,10.66
5.45,0.25,5.7
7.07,0.65,7.720000000000001
9.52,4.42,13.94
3.76,8.75,12.51
3.83,6.96,10.79
8.85,8.2,17.049999999999997
6.21,5.42,11.629999999999999
1.46,7.13,8.59
6.4,7.09,13.49
5.63,5.92,11.55
4.16,4.72,8.879999999999999
1.15,1.69,2.84
4.47,0.48,4.949999999999999
4.4,1.18,5.58
0.38,1.98,2.36
4.12,8.19,12.309999999999999
4.38,0.59,4.97
7.27,7.95,15.219999999999999
3.2,4.32,7.5200000000000005
7.73,1.94,9.67
5.37,2.56,7.93
5.69,6.25,11.940000000000001
2.81,3.65,6.46
7.25,5.83,13.08
3.94,3.17,7.109999999999999
6.83,7.5,14.33
2.55,9.62,12.169999999999998
2.56,9.66,12.22
9.05,6.54,15.59
5.75,4.76,10.51
6.83,9.52,16.35
1.3,6.97,8.27
2.21,6.29,8.5
2.87,0.58,3.45
0.33,4.19,4.5200000000000005
6.45,1.18,7.63
3.55,7.85,11.399999999999999
6.81,7.02,13.829999999999998
6.33,6.99,13.32
7.39,8.72,16.11
5.19,9.49,14.68
8.92,1.92,10.84
3.83,8.27,12.1
4.41,5.07,9.48
7.07,9.27,16.34
3.01,9.22,12.23
3.28,9.51,12.79
3.07,3.77,6.84
6.43,7.66,14.09
1.73,3.73,5.46
6.35,1.51,7.859999999999999
6.72,3.39,10.11
4.94,3.41,8.350000000000001
1.62,7.31,8.93
0.84,6.71,7.55
2.92,4.05,6.97
8.46,2.1,10.56
3.96,5.03,8.99
1.26,7.92,9.18
6.74,4.03,10.77
7.95,0.58,8.53
2.34,6.03,8.370000000000001
2.15,3.73,5.88
7.31,3.92,11.23
5.61,1.77,7.380000000000001
5.02,7.43,12.45
3.48,2.31,5.79
4.89,6.29,11.18
1.7,9.48,11.18
4.26,5.43,9.69
4.99,8.11,13.1
6.92,4.39,11.309999999999999
2.0,9.02,11.02
9.56,8.85,18.41
8.48,8.42,16.9
2.01,9.58,11.59
3.54,9.48,13.02
4.34,3.84,8.18
3.59,1.29,4.88
8.37,4.92,13.29
4.93,8.06,12.99
4.01,7.68,11.69
4.74,2.08,6.82
1.52,7.15,8.67
8.59,4.8,13.39
0.27,7.73,8.0
7.82,0.73,8.55
5.48,4.89,10.370000000000001
2.58,4.16,6.74
8.06,9.53,17.59
3.8,8.17,11.969999999999999
9.5,1.63,11.129999999999999
1.93,7.39,9.32
3.03,8.99,12.02
6.84,2.23,9.07
1.79,7.18,8.969999999999999
6.49,3.21,9.7
8.32,7.19,15.510000000000002
7.6,6.42,14.02
6.01,0.68,6.6899999999999995
6.46,7.77,14.23
3.05,6.06,9.11
7.92,9.04,16.96
9.36,0.48,9.84
5.15,4.74,9.89
3.87,9.16,13.030000000000001
5.47,9.24,14.71
9.49,3.84,13.33
0.76,0.02,0.78
3.57,1.34,4.91
6.19,5.0,11.190000000000001
1.01,9.73,10.74
0.27,1.55,1.82
9.21,3.31,12.520000000000001
0.69,8.05,8.74
6.81,5.0,11.809999999999999
9.9,0.43,10.33
2.96,0.49,3.45
7.0,1.77,8.77
0.15,4.41,4.5600000000000005
5.33,9.32,14.65
1.73,8.97,10.700000000000001
4.46,1.63,6.09
4.25,4.67,8.92
9.72,5.0,14.72
9.27,5.61,14.879999999999999
0.94,0.31,1.25
4.69,3.18,7.870000000000001
2.72,9.73,12.450000000000001
8.64,3.83,12.47
3.03,4.79,7.82
3.37,0.67,4.04
4.52,8.04,12.559999999999999
6.81,4.27,11.079999999999998
4.31,2.38,6.6899999999999995
1.76,9.29,11.049999999999999
6.37,4.17,10.54
1.0,8.57,9.57
0.44,8.1,8.54
5.5,7.87,13.370000000000001
